brooklyn_rank,start_station_id,start_station_name,lat,lon,capacity,trip_count,avg_duration_min,member_pct,trips_per_dock
718,4138.04,Thomas S. Boyland St & Fulton St,40.67854,-73.91367,24,448,9.8,81.3,18.7
720,3564.04,30 St & 4 Ave,40.657743,-74.001141,3,446,13.6,85.2,148.7
720,5123.07,Stewart Ave & Johnson Ave,40.70869,-73.92587,17,446,14.68,79.8,26.2
722,3011.03,59 St & 4 Ave,40.641269,-74.017651,35,445,10.53,89.0,12.7
723,3460.01,2 Ave & 36 St,40.65708866668485,-74.00870203971863,43,442,18.83,86.9,10.3
724,4086.06,Henry St & W 9 St,40.6763744,-74.00324957,19,441,11.8,87.8,23.2
725,5217.03,Amory Ct & Metropolitan Ave,40.71301,-73.90968,21,439,11.14,83.8,20.9
726,4816.05,Myrtle Ave & Grove St,40.69905,-73.91516,23,429,12.52,76.9,18.7
727,3972.08,Henry St & Bay St,40.6725058,-74.00494695,19,427,12.32,89.0,22.5
728,3230.01,Caton Ave & E 10 St,40.648481,-73.97058,30,424,11.66,82.5,14.1
729,3359.01,Church Ave & Nostrand Ave,40.65074,-73.94986,30,422,13.01,81.3,14.1
730,3148.08,E 17 St & Beverley Rd,40.64466,-73.96322,23,419,15.34,86.9,18.2
731,4317.05,Bushwick Ave & Furman Ave,40.68281,-73.90623,30,418,15.02,74.4,13.9
732,4161.01,Van Sinderen Ave & Truxton St,40.6786,-73.90369,23,416,13.75,74.8,18.1
733,5956.05,50 Ave & 65 St,40.73707,-73.90077,19,413,12.0,90.3,21.7
734,4261.03,Patchen Ave & Bainbridge St,40.68143,-73.92565,19,412,12.51,76.0,21.7
735,3931.09,Bay St & Court St,40.671409,-74.001328,26,411,13.98,90.8,15.8
736,4293.05,Chauncey St & Howard Ave,40.68158,-73.91959,21,410,10.05,84.6,19.5
736,3180.09,Albemarle Rd & E 21 St,40.64741,-73.95933,21,410,11.51,87.6,19.5
738,3266.01,7 Ave & 40 St,40.648169,-74.000057,24,403,12.63,87.6,16.8
739,3400.04,Rogers Ave & Lenox Rd,40.65378286163502,-73.95270188179111,23,393,15.81,80.4,17.1
740,4945.06,Fresh Pond Rd & 69 Ave,40.70311,-73.89547,28,391,11.86,76.2,14.0
740,4253.02,Thomas S. Boyland St & Marion St,40.6814658848122,-73.91415685415268,19,391,10.99,78.8,20.6
740,4137.10,Coffey St & Conover St,40.677236,-74.015665,32,391,14.16,89.0,12.2
743,4816.02,Myrtle Ave & Linden St,40.69943,-73.91337,25,384,9.75,82.6,15.4
744,5851.01,Greenpoint Ave & Monitor St,40.73224,-73.94383,20,383,12.12,83.8,19.2
745,3782.03,Carroll St & Utica Ave,40.66619,-73.93162,20,382,11.93,83.5,19.1
746,5097.02,60 Pl & Linden St,40.70886,-73.90182,21,378,11.81,80.4,18.0
746,3359.03,Linden Blvd & Nostrand Ave,40.65272,-73.94994,23,378,18.41,85.7,16.4
748,3576.1,Rutland Rd & Brooklyn Ave,40.65969,-73.94517,25,371,11.08,81.9,14.8
749,3544.02,Winthrop St & Nostrand Ave,40.65707,-73.95005,24,370,11.59,86.2,15.4
750,3007.05,Church Ave & Story St,40.642031,-73.981073,23,369,18.33,91.6,16.0
750,3608.06,Maple St & Albany Ave,40.66155,-73.93974,19,369,9.88,81.6,19.4
752,5845.02,Woodhaven Blvd & Hoffman Dr,40.73303,-73.871,30,368,20.15,71.7,12.3
753,5920.03,94 St & 57 Ave,40.73628,-73.86752,25,366,15.46,79.0,14.6
753,3523.06,29 St & 5 Ave,40.656986,-73.998194,19,366,11.29,90.2,19.3
755,3379.03,5 Ave & 37 St,40.652657,-74.002356,30,365,11.86,80.5,12.2
756,3728.04,Empire Blvd & New York Ave,40.66403,-73.94769,23,363,10.68,87.6,15.8
757,4357.01,Moffat St & Bushwick,40.68458,-73.90925,18,362,12.58,79.8,20.1
758,3934.06,Sterling Pl & Schenectady Ave,40.6716,-73.93378,21,361,12.43,87.3,17.2
758,3046.03,E 3 St & Church Ave,40.643817,-73.977433,21,361,13.34,92.2,17.2
758,4837.03,Centre St & Seneca Ave,40.69969,-73.9022,23,361,13.52,82.0,15.7
758,4798.02,Forest Ave & Summerfield St,40.69922,-73.89795,23,361,12.43,86.4,15.7
762,3038.08,50 St & 7 Ave,40.642501,-74.006055,22,360,12.04,79.2,16.4
763,4128.08,Pioneer St & Richards St,40.6777748,-74.0094613,23,355,17.39,85.9,15.4
764,3140.09,Bedford Ave & Beverley Rd,40.64491,-73.95487,24,354,17.4,85.9,14.8
765,5878.02,60 Ave & Junction Blvd,40.73466,-73.86501,24,352,12.65,79.3,14.7
766,3742.11,Carroll St & Rochester Ave,40.66598,-73.9284,21,350,16.79,77.7,16.7
766,4045.01,Clinton St & Centre St,40.67434,-74.00194698,21,350,14.58,85.4,16.7
768,4921.04,Cypress Ave & Palmetto St,40.701573408737914,-73.90876293182373,25,347,9.57,79.3,13.9
769,3208.07,Dahill Rd & 12 Ave,40.646037,-73.980963,22,346,14.43,89.0,15.7
770,3223.07,Ocean Ave & Tennis Ct,40.64873,-73.96084,23,339,15.37,78.2,14.7
770,3814.01,Buffalo Ave & E New York Ave,40.66591,-73.92602,24,339,17.46,80.8,14.1
772,3211.06,53 St & 2 Ave,40.64744,-74.018846,30,334,14.69,86.5,11.1
772,5057.09,64 St & Woodbine St,40.70809,-73.89549,19,334,11.36,75.4,17.6
774,2821.05,7 Ave & 62 St,40.63556,-74.01298,30,331,12.43,76.4,11.0
775,3853.02,Eastern Pkwy & Rochester Ave,40.66846,-73.9282,24,323,18.51,80.2,13.5
776,5129.01,Palmetto St & Traffic Ave,40.70929,-73.89441,21,322,14.73,89.8,15.3
777,5917.02,Bradley Ave & Greenpoint Ave,40.73565914819229,-73.93478840589523,21,321,11.2,82.6,15.3
778,2951.05,55 St & 7 Ave,40.639673,-74.008957,25,320,8.67,90.9,12.8
779,5168.04,Grove St & Fresh Pond Rd,40.71032,-73.89955,19,319,10.06,75.5,16.8
779,3132.09,Beverley Rd & Nostrand Ave,40.64507,-73.9488,25,319,16.06,74.6,12.8
781,3856.03,Flatbush Ave & Eastern Pkwy,40.668757,-73.966438,30,314,12.34,80.9,10.5
782,3966.03,Park Pl & Utica Ave,40.67242,-73.93094,21,311,11.44,84.2,14.8
783,3394.03,McDonald Ave & Vanderbilt St,40.651654,-73.981231,21,310,14.03,90.6,14.8
784,3256.04,Bedford Ave & Albemarle Rd,40.64796,-73.9556,21,309,15.23,74.4,14.7
785,6001.01,Borden Ave & Review Ave,40.73866345465306,-73.94093804061413,19,302,13.41,86.8,15.9
785,4366.10,Decatur St & Saratoga Ave,40.68332,-73.91711,21,302,14.74,81.8,14.4
787,4582.08,Knickerbocker Ave & Moffat St,40.690434,-73.903737,24,300,11.26,83.0,12.5
788,2932.03,Wakeman Pl & Ridge Blvd,40.639421,-74.026823,19,299,20.43,82.6,15.7
789,5225.04,Metropolitan Ave & Flushing Ave,40.71334,-73.91572,19,298,12.97,74.5,15.7
790,5099.03,White St & Johnson Ave,40.707174,-73.93581,23,297,14.37,80.5,12.9
790,3093.07,57 St & 4 Ave,40.642622,-74.016866,22,297,12.82,80.8,13.5
790,4031.05,St Marks Ave & Ralph Ave,40.67372,-73.92199,19,297,13.28,81.8,15.6
793,3535.03,Winthrop St & Albany Ave,40.6577,-73.9398,21,296,10.7,85.8,14.1
793,4325.03,Thomas S. Boyland St & Macon St,40.68491,-73.91493,21,296,12.17,82.1,14.1
795,3981.10,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369,23,295,16.61,86.1,12.8
795,4170.08,Somers St & Rockaway Ave,40.67872,-73.91105,20,295,11.49,83.4,14.8
795,3148.09,E 19 St & Beverley Rd,40.64483,-73.9613,19,295,13.99,85.8,15.5
798,4432.10,Central Ave & Decatur St,40.6882,-73.90798,24,294,13.71,77.2,12.3
799,4086.05,Columbia St & W 9 St,40.6769993,-74.00647134,21,293,10.74,87.0,14.0
800,5881.01,Tyler Ave & Maurice Ave,40.73394,-73.90128,19,291,15.0,91.8,15.3
800,3680.04,E New York Ave & Troy Ave,40.66227,-73.93762,21,291,9.34,88.3,13.9
802,4179.03,Fulton St & Saratoga Ave,40.67853,-73.91642,19,290,13.21,66.9,15.3
803,4977.03,65 St & Otto Rd,40.70389,-73.89116,21,288,10.24,80.6,13.7
803,3113.10,Stratford Rd & Beverley Rd,40.64378,-73.96867,19,288,11.6,92.7,15.2
805,4196.01,Lewis Ave & Fulton St,40.67972,-73.93467,20,284,14.47,79.6,14.2
806,4615.01,Wyckoff Ave & Cooper Ave,40.69338,-73.90061,19,282,15.18,76.6,14.8
807,5923.02,51 Ave & 61 St,40.73568,-73.90387,19,280,10.3,92.5,14.7
808,5280.03,Fresh Pond Rd & Eliot Ave,40.71442,-73.90097,20,277,14.08,83.0,13.9
809,3113.06,Rugby Rd & Beverley Rd,40.64435,-73.96591,25,276,14.18,87.7,11.0
810,5998.09,61 St & Laurel Hill Blvd,40.7388,-73.90338,19,275,11.65,88.7,14.5
810,3161.02,46 St & 6 Ave,40.645921,-74.005708,21,275,12.06,91.3,13.1
812,4146.02,Columbus Pl & Atlantic Ave,40.67717,-73.92285,21,274,13.25,79.6,13.0
813,4212.01,MacDougal St & Rockaway Ave,40.68018,-73.91136,20,271,12.35,83.4,13.6
813,4039.04,St Marks Ave & Rochester Ave,40.67404,-73.92772,20,271,17.44,70.1,13.6
815,4244.06,Broadway & Furman Ave,40.68139,-73.90756,29,270,11.82,72.6,9.3
816,3000.08,6 Ave & 55 St,40.640831,-74.010996,19,266,12.74,78.6,14.0
817,4064.03,Bergen St & Saratoga Ave,40.67423,-73.91656,20,258,11.24,73.3,12.9
817,3950.03,Park Pl & Thomas S. Boyland St,40.67154,-73.91433,23,258,12.75,80.2,11.2
817,3135.04,Chester Ave & 12 Ave,40.644367,-73.984276,21,258,13.78,88.0,12.3
820,2832.03,4 Ave & Shore Road Dr,40.637033,-74.022141,20,256,20.85,75.8,12.8
821,3504.02,New York Ave & Hawthorne St,40.65794,-73.94735,20,254,11.77,89.8,12.7
822,4120.02,Fulton St & Williams Ave,40.67709,-73.9008,21,250,15.36,79.2,11.9
823,4830.02,61 St & 60 Ln,40.70055,-73.8943,18,246,9.65,81.7,13.7
824,4048.03,Bergen St & Troy Ave,40.67524,-73.93596,22,244,13.11,84.0,11.1
825,3172.01,Tilden Ave & Nostrand Ave,40.64683,-73.94933,17,243,16.96,85.6,14.3
826,5570.04,Grand Ave & Remsen Pl,40.72353,-73.89967,21,242,15.42,63.2,11.5
827,4072.02,Bergen St & Buffalo Ave,40.6747,-73.92512,21,241,13.53,68.0,11.5
828,5241.02,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,24,238,15.38,79.8,9.9
829,4862.07,Cooper Ave & 65 Pl,40.69953,-73.88873,23,237,14.01,84.8,10.3
829,3999.06,Park Pl & Buffalo Ave,40.67202,-73.92539,20,237,14.16,73.4,11.9
831,4054.06,Dwight St & Dikeman St,40.67487503856169,-74.01048018571481,21,233,13.47,85.0,11.1
832,3707.01,23 St & 3 Ave,40.662611,-73.998623,17,232,13.98,86.2,13.6
833,4154.02,Pacific St & Utica Ave,40.6767,-73.93051,20,227,13.92,86.8,11.4
834,4408.07,Macon St & Howard Ave,40.68452,-73.92011,20,225,19.38,80.0,11.3
835,3779.02,3 Ave & 17 St,40.666168,-73.995549,21,223,12.06,89.2,10.6
836,4727.06,Summerfield St & Cypress Ave,40.69662,-73.90056,19,222,9.91,87.4,11.7
836,2861.02,57 St & 7 Ave,40.638566,-74.010147,22,222,11.63,78.4,10.1
838,3776.10,McKeever Pl & Sullivan Pl,40.66432331577469,-73.95921791486467,19,221,13.75,83.3,11.6
839,3034.02,Matthews Ct & Coney Island Ave,40.64235,-73.96951,21,220,11.51,86.4,10.5
840,4105.01,Pacific St & Ralph Ave,40.67607,-73.92171,19,219,15.77,77.6,11.5
841,6005.04,55 Ave & 90 St,40.73676,-73.87318,21,218,11.08,84.9,10.4
842,5992.02,36 St & Hunters Point Ave,40.73781699881193,-73.93024072051048,21,217,11.92,78.8,10.3
843,4087.01,Van Sinderen Ave & Atlantic Ave,40.67621,-73.90351,22,215,15.07,78.1,9.8
843,2782.02,5 Ave & 67 St,40.63593237994821,-74.01975896253617,20,215,19.83,77.2,10.8
845,5053.01,Lee Ave & Taylor St,40.706732,-73.961241,25,207,13.49,79.2,8.3
846,4013.08,Columbia St & Lorraine St,40.6747055,-74.0075572,37,205,12.92,86.3,5.5
846,4933.03,Marcy Ave & Lynch St,40.702753,-73.953168,23,205,14.13,87.8,8.9
848,5199.01,65 Ln & Metropolitan Ave,40.7123,-73.89397,24,204,15.77,85.3,8.5
848,2883.03,3 Ave & Wakeman Pl,40.638246,-74.024714,27,204,16.94,82.4,7.6
850,3129.08,53 St & 5 Ave,40.643371,-74.011884,30,202,11.21,86.6,6.7
851,5138.03,60 Pl & Bleecker St,40.71107,-73.903,19,201,13.48,78.1,10.6
851,5579.04,55 Dr & Maurice Ave,40.7261,-73.90917,19,201,16.92,65.7,10.6
851,4187.04,Sumpter St & Fulton St,40.67923,-73.92588,19,201,14.45,82.6,10.6
854,3220.01,58 St & Pier 4,40.646475,-74.026081,31,198,15.22,84.3,6.4
855,5764.02,65 Pl & 53 Ave,40.73145,-73.90022,19,197,12.48,60.4,10.4
856,5321.08,60 Ave & Fresh Pond Rd,40.71693,-73.90198,19,194,14.52,75.8,10.2
857,5273.01,Metropolitan Ave & Stewart Ave,40.71401,-73.92793,20,192,16.27,81.3,9.6
858,5956.04,64 St & 51 Ave,40.73577,-73.90184,19,191,14.77,91.1,10.1
859,4033.18,Sterling Pl & Classon Ave,40.6739411,-73.96026,29,190,11.03,85.3,6.6
860,4990.02,Railroad Ave & Kay Ave,40.70514807698391,-73.97078096866608,30,186,17.74,80.6,6.2
861,6028.01,57 Ave & 98 Pl,40.73802,-73.86103,25,184,10.23,85.3,7.4
862,5160.01,Metropolitan Ave & 65 Ln,40.71225,-73.89111,26,183,23.0,80.3,7.0
863,3178.02,57 St & 1 Ave,40.646377,-74.023087,27,180,13.29,88.3,6.7
864,5248.05,Eliot Ave & 60 Ln,40.71391,-73.90299,22,179,15.49,77.7,8.1
865,5953.03,97 St & 57 Ave,40.73727,-73.86415,20,178,13.46,83.1,8.9
865,3958.02,Sterling Pl & Ralph Ave,40.67095,-73.92222,19,178,15.26,78.7,9.4
867,3214.04,Tilden Ave & Lott St,40.64661,-73.95401,19,174,16.57,83.9,9.2
868,3286.07,Rogers Ave & Snyder Ave,40.6487143313713,-73.95207855180962,23,170,20.17,81.2,7.4
869,3845.05,Eastern Pkwy & Ralph Ave,40.66852,-73.92284,21,167,12.62,81.4,8.0
869,5709.04,Lorimer St & Calyer St,40.72795,-73.95414,20,167,8.53,90.4,8.4
871,2912.08,6 Ave & 60 St,40.638196,-74.013821,22,166,10.51,88.0,7.5
872,3454.01,Clarkson Ave & Troy Ave,40.65630069792407,-73.93647529780917,23,164,20.16,92.7,7.1
872,5548.01,58 St & 56 Dr,40.72419,-73.91244,19,164,16.22,70.1,8.6
874,3188.04,Rugby Rd & Albemarle Rd,40.64672,-73.96637,19,162,14.21,88.3,8.5
875,4113.01,Pacific St & Rochester Ave,40.67639,-73.92748,19,160,12.34,76.9,8.4
875,4687.03,Cypress Ave & St Felix Ave,40.69559,-73.89927,21,160,12.29,84.4,7.6
877,3050.03,55 St & 5 Ave,40.642408,-74.013318,28,157,10.26,89.8,5.6
877,2733.03,67 St & Erik Pl,40.633385,-74.016562,25,157,22.98,80.9,6.3
879,5440.05,57 St & Grand Ave,40.71921,-73.9124,19,155,14.07,64.5,8.2
880,3991.04,Prospect Pl & Howard Ave,40.67261,-73.91977,19,153,12.01,76.5,8.1
880,4985.09,60 Pl & 67 Ave,40.70497,-73.89965,15,153,13.39,84.3,10.2
882,3495.08,Lenox Rd & E 43 St,40.65496,-73.93765,21,152,25.68,88.8,7.2
883,3315.05,44 St & 3 Ave,40.651173,-74.011405,23,150,12.02,76.0,6.5
884,3084.05,52 St & 6 Ave,40.642703,-74.009441,19,148,8.52,60.8,7.8
885,4765.07,Cypress Ave & George St,40.69812,-73.90271,19,146,13.59,77.4,7.7
885,3925.03,Sterling Pl & Rochester Ave,40.67128,-73.92825,22,146,24.51,71.9,6.6
887,4023.05,Pacific St & Thomas S. Boyland St,40.67568,-73.91396,21,145,12.83,81.4,6.9
888,5360.02,60 St & 60 Rd,40.71592232709503,-73.90601366758347,19,144,15.85,77.1,7.6
889,5369.01,Grand Ave & 55 St,40.71888,-73.91427,19,140,16.2,65.7,7.4
890,6056.02,Queens Blvd & Albion Ave,40.73856,-73.88553,21,136,11.1,71.3,6.5
890,5289.05,56 St & Arnold Ave,40.71484,-73.909,21,136,12.07,60.3,6.5
892,4055.04,Bergen St & Mother Gaston Blvd,40.67374,-73.90852,24,135,24.25,73.3,5.6
893,3187.01,Beverley Rd & E 49 St,40.64621,-73.93067,22,134,30.44,58.2,6.1
893,5987.03,99 St & 58 Ave,40.73761,-73.85959,25,134,15.78,61.2,5.4
895,3451.01,34 St & 5 Ave,40.654098,-74.001131,19,131,10.12,87.8,6.9
896,5409.02,Page Pl & Grand Ave,40.71798,-73.91818,21,129,12.11,68.2,6.1
897,4904.03,Cypress Hills St & Otto Rd,40.70204,-73.89288,19,128,13.32,69.5,6.7
898,3327.01,Lott St & Erasmus St,40.64949,-73.95408,19,127,15.13,81.9,6.7
899,3486.02,Clarkson Ave & Utica Ave,40.65666,-73.93109,20,125,17.63,86.4,6.3
900,2961.05,59 St & 5 Ave,40.640125,-74.015726,30,119,10.71,94.1,4.0
901,3885.06,Buffalo Ave & St John's Pl,40.67015,-73.92538,21,117,13.66,67.5,5.6
902,5962.04,56 Ave & 92 St,40.73649,-73.86995,25,115,14.11,73.0,4.6
902,3087.01,Cortelyou Rd & E 34 St,40.64454,-73.94486,19,115,12.93,76.5,6.1
904,3300.04,E 49 St & Church Ave,40.65182,-73.93135,25,114,17.2,78.9,4.6
905,5945.01,60 Ave & Otis Ave,40.73715,-73.85614,21,112,15.51,67.0,5.3
905,5806.01,53 Ave & 62 St,40.73169,-73.90159,19,112,26.04,88.4,5.9
907,3253.01,52 St & 1 Ave,40.649292,-74.020105,22,111,16.78,92.8,5.0
907,5688.02,64 St & 53 Dr,40.72897,-73.90115,19,111,16.64,85.6,5.8
907,3283.05,48 St & 2 Ave,40.650176,-74.015606,19,111,16.24,86.5,5.8
910,4757.06,Seneca Ave & Decatur St,40.69723,-73.89811,20,109,8.79,88.1,5.5
911,6047.03,51 Ave & Van Loon St,40.73832,-73.87913,24,108,12.88,86.1,4.5
912,3318.05,E 34 St & Church Ave,40.65116,-73.94577,25,107,16.94,85.0,4.3
913,3243.02,47 St & 3 Ave,40.649143,-74.012384,23,104,8.61,79.8,4.5
914,5540.06,56 Dr & 61 St,40.72368,-73.90458,19,103,17.42,52.4,5.4
915,3246.06,New York Ave & Snyder Ave,40.64868,-73.94635,22,102,15.9,93.1,4.6
916,6014.01,St James Ave & 51 Ave,40.73813,-73.88104,21,101,10.98,87.1,4.8
917,4096.08,Dean St & Rockaway Ave,40.67486,-73.91123,21,98,13.51,81.6,4.7
917,5501.06,Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,19,98,19.36,38.8,5.2
917,4798.10,Stephen St & Seneca Ave,40.6988,-73.9007,15,98,9.61,72.4,6.5
917,4440.02,Yankee Ferry Terminal,40.68706579875912,-74.01675585121666,42,98,26.52,46.9,2.3
921,4203.04,Somers St & Broadway,40.67945,-73.90474,29,95,11.26,74.7,3.3
922,2923.01,62 St & 4 Ave,40.639859,-74.019776,19,92,10.69,75.0,4.8
923,4129.10,Herkimer St & Eastern Pkwy,40.67738,-73.90829,20,89,15.6,82.0,4.5
923,3877.04,Pitkin Ave & Grafton St,40.66852,-73.91908,21,89,18.18,82.0,4.2
925,3382.04,Troy Ave & Linden Blvd,40.6533,-73.93644,23,87,9.74,80.5,3.8
926,3917.03,St Johns Pl & Howard Ave,40.66992,-73.92002,21,85,12.83,81.2,4.0
926,3019.03,Keegan Rd & 2 Ave,40.64243139706092,-74.0255355834961,35,85,21.2,91.8,2.4
928,3532.02,2 Ave & 32 St,40.659176,-74.006584,27,80,14.82,91.3,3.0
928,4023.01,St Marks Ave & Thomas S. Boyland St,40.67313,-73.91387,21,80,17.14,68.8,3.8
930,3278.07,Brooklyn Ave & Snyder Ave,40.64915,-73.94368,22,77,22.85,74.0,3.5
931,3982.01,Eastern Pkwy\t& St Marks Ave,40.67319,-73.91083,23,76,17.44,72.4,3.3
932,5137.12,Gold St & Frankfort St,40.71069995,-74.00354147,40,75,12.97,92.0,1.9
933,3121.01,Cortelyou Rd & Albany Ave,40.64483,-73.93853,21,74,12.79,74.3,3.5
934,3388.02,41 St & 3 Ave,40.652512,-74.008906,19,73,13.98,84.9,3.8
934,3526.04,Winthrop St & Schenectady Ave,40.6582,-73.9338,21,73,13.01,91.8,3.5
936,4920.13,South St & Broad St,40.70188858913366,-74.01089876890182,31,70,19.54,78.6,2.3
937,3341.06,Church Ave & E 45 St,40.65159,-73.93535,24,68,12.98,70.6,2.8
937,3567.05,Rutland Rd & E 45 St,40.66034,-73.93618,23,68,12.76,88.2,3.0
939,5611.05,63 St & Borden Ave,40.72655,-73.90321,21,65,20.49,58.5,3.1
940,3639.04,Schenectady Ave & Maple St,40.66178,-73.93445,19,64,13.46,81.3,3.4
940,4892.02,Lorimer St & Harrison Ave,40.702726,-73.94984,18,64,13.2,81.3,3.6
942,4014.01,Pacific St & Sackman St,40.67522,-73.9061,19,61,21.63,55.7,3.2
943,3309.04,Church Ave & E 42 St,40.65127,-73.93818,25,60,19.6,71.7,2.4
943,5510.02,57 Rd & 59 St,40.72249,-73.90854,19,60,18.28,58.3,3.2
943,4374.01,Picnic Point,40.68512559515415,-74.02535319328308,45,60,21.75,43.3,1.3
946,3155.01,Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,22,59,16.04,78.0,2.7
946,5392.04,63 St & 59 Dr,40.71832,-73.90128,23,59,12.95,67.8,2.6
948,2872.02,63 St & 5 Ave,40.63766,-74.01782,24,58,10.61,79.3,2.4
949,5510.05,57 Rd & 58 St,40.72235,-73.91215,21,57,12.84,68.4,2.7
949,3423.10,Clarkson Ave & E 40 St,40.65592,-73.94068,30,57,31.37,75.4,1.9
951,5431.01,60 Pl & Flushing Ave,40.71988,-73.90556,19,54,21.77,74.1,2.8
951,3229.07,E 48 St & Tilden Ave,40.64795,-73.93182,28,54,27.29,79.6,1.9
953,5471.04,Grand Ave & 58 Ave,40.72098,-73.90701,20,52,12.76,63.5,2.6
954,5731.03,Maurice Ave & 53 Dr,40.73028,-73.90421,15,50,15.21,64.0,3.3
955,2971.02,64 St & 3 Ave,40.639978,-74.02324,35,49,19.18,75.5,1.4
956,3373.01,E 51 St & Linden Blvd,40.65399,-73.92967,21,46,14.09,89.1,2.2
957,5579.02,56 Dr & 59 St,40.72403,-73.90853,19,45,16.91,73.3,2.4
957,3350.04,E 38 St & Church Ave,40.65106,-73.94193,24,45,29.1,68.9,1.9
959,3164.04,Brooklyn Ave & Beverley Rd,40.64575,-73.94331,21,44,22.01,36.4,2.1
960,5995.07,56 Ave & Junction Blvd,40.73716,-73.86625,22,42,9.81,69.0,1.9
961,6070.05,55 Ave & 97 Pl,40.73892,-73.86367,19,40,11.99,72.5,2.1
962,3391.10,E 34 St & Linden Blvd,40.65302,-73.94599,24,39,8.59,89.7,1.6
962,4933.04,Marcy Ave & Rutledge St,40.703681,-73.95427,19,39,16.01,92.3,2.1
964,5611.04,61 St & Borden Ave,40.72558,-73.90417,21,38,11.94,60.5,1.8
965,5401.03,59 St & 59 Rd,40.71790852734058,-73.908454477787,21,33,14.84,54.5,1.6
966,3019.02,65 St & 2 Ave,40.640493,-74.02564,21,31,21.83,80.6,1.5
967,3300.06,Snyder Ave & Schenectady Ave,40.65,-73.93296,19,29,15.95,51.7,1.5
968,3388.03,40 St & 3 Ave,40.6535,-74.00902,31,25,12.4,88.0,0.8
969,3205.06,Brooklyn Ave & Tilden Ave,40.64725,-73.94352,24,22,18.75,68.2,0.9
970,JC009,Hamilton Park,40.727595966,-74.044247311,26,2,5.67,100.0,0.1
971,JC023,Brunswick St,40.7241765,-74.0506564,22,1,4.54,0.0,0.0
971,HB401,Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,20,1,7.2,100.0,0.1
971,JC115,Grove St PATH,40.71941,-74.04309,42,1,5.06,100.0,0.0
971,JC109,Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,33,1,5.55,100.0,0.0
971,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,14,1,7.53,100.0,0.1
971,HB609,River St & 1 St,40.73721535335381,-74.02886540972803,24,1,3.78,100.0,0.0
971,JC099,Montgomery St,40.71942,-74.05099,14,1,7.4,100.0,0.1
971,JC103,Journal Square,40.73367,-74.0625,18,1,5.0,100.0,0.1
